ID,ModelName
8158,World\Generic\Human\Passive Doodads\Food\CheeseWheelSwiss01.mdx
8159,World\Generic\Human\Passive Doodads\Food\CheeseWheel01.mdx
8160,WORLD\EXPANSION02\DOODADS\DALARAN\DALARAN_SIGN_ALCHEMY.MDX
8161,WORLD\EXPANSION02\DOODADS\DALARAN\DALARAN_SIGN_MAGICSHOP.MDX
8162,WORLD\EXPANSION02\DOODADS\DALARAN\DALARAN_SIGN_TOYSHOP.MDX
8163,WORLD\EXPANSION02\DOODADS\DALARAN\DALARAN_SIGN_BANK.MDX
8164,World\Generic\Dwarf\Passive Doodads\ChainLinks\TS_Chainmounting01.mdx
8165,world\wmo\northrend\wintergrasp\wg_keep_door01.wmo
8166,World\wmo\Northrend\Wintergrasp\WG_Keep_Door01C.wmo
8167,World\wmo\Northrend\Wintergrasp\WG_Keep_Door01D.wmo
8168,World\wmo\Northrend\Wintergrasp\WG_Bridge02C.wmo
8169,World\wmo\Northrend\Wintergrasp\WG_Tower02C.wmo
8170,WORLD\EXPANSION02\DOODADS\GENERIC\BARBERSHOP\BARBERSHOP_POLEWALL.MDX
8171,World\Goober\G_GnomeMailBox.mdx
8172,World\Generic\Human\Passive Doodads\Banners\StormwindLionBanner.mdx
8173,World\wmo\Northrend\Wintergrasp\WG_Tower01C.wmo
8174,SPELLS\UTGARDE_MIRROR_FX.MDX
8175,WORLD\EXPANSION02\DOODADS\GENERIC\SCOURGE\SC_RUNEFORGE_01.MDX
8176,WORLD\EXPANSION02\DOODADS\GENERIC\SCOURGE\SC_RUNEFORGE_02.MDX
8177,World\Expansion02\Doodads\Ulduar\UL_button_Control_Unit.mdx
8178,World\Expansion02\Doodads\Ulduar\UL_Hexagon_Floor.mdx
8179,World\Expansion02\Doodads\ZulDrak\SkyVortex\ZulDrak_SkyVortex.mdx
8180,World\Expansion02\Doodads\Generic\Scourge\SC_SlimePool_Orange.mdx
8181,World\Expansion02\Doodads\Generic\Scourge\SC_PlagueBomb_Orange.mdx
8182,World\Expansion02\Doodads\Generic\Scourge\SC_Wall_05_Piece.mdx
8183,World\Expansion02\Doodads\Generic\Scourge\sc_TankTrap.mdx
8184,World\Generic\Orc\Passive Doodads\Tents\orctent01.mdx
8185,World\Expansion02\Doodads\Generic\Scourge\SC_PlagueBomb_Green.mdx
8186,World\wmo\Northrend\Wintergrasp\WG_Wall02C.wmo
8187,World\Generic\PassiveDoodads\GrayStone\GrayStone02.mdx
8188,World\Expansion02\Doodads\Generic\Vrykul\Quest\VR_Banner_01_Q.mdx
8189,World\Expansion02\Doodads\Generic\Vrykul\Quest\VR_Banner_02_Q.mdx
8190,World\Expansion02\Doodads\DragonBlight\DragonBlight_Shoreline_Ice_01.mdx
8191,WORLD\EXPANSION02\DOODADS\ZULDRAK\DECORATIONS\ZULDRAK_BRAZIER_01.MDX
8192,WORLD\EXPANSION02\DOODADS\ZULDRAK\DECORATIONS\ZULDRAK_TORCH_03.MDX
8193,World\Expansion02\Doodads\BoreanTundra\MagnataurItems\Snobold_WarningRock02_HiBatch.mdx
8194,World\Expansion02\Doodads\Stormpeaks\Rocks\StormPeaks_RockB.mdx
8195,World\Expansion02\Doodads\Stormpeaks\Rocks\StormPeaks_RockE.mdx
8196,SPELLS\INSTANCENEWPORTAL_PURPLE.MDX
8197,SPELLS\INSTANCENEWPORTAL_PURPLE_SKULL.MDX
8198,World\wmo\Northrend\Wintergrasp\WG_Gate01C.wmo
8199,WORLD\EXPANSION02\DOODADS\ZULDRAK\TROLLRUINS\IT_BRAZIER02.MDX
8200,WORLD\EXPANSION02\DOODADS\DRAGONBLIGHT\BD_LAVAFALL01.MDX
8201,WORLD\EXPANSION02\DOODADS\DRAGONBLIGHT\BD_LAVAFALL03.MDX
8202,WORLD\LORDAERON\STRATHOLME\PASSIVEDOODADS\FX\STRATHOLMEFLOATINGEMBERS.MDX
8203,WORLD\EXPANSION02\DOODADS\DALARAN\DALARAN_FORGE.MDX
8204,WORLD\EXPANSION02\DOODADS\DALARAN\DALARAN_CHAIR_02.MDX
8205,WORLD\EXPANSION02\DOODADS\DALARAN\DALARAN_CHAIR_01.MDX
8206,WORLD\EXPANSION02\DOODADS\DALARAN\DALARAN_FORSALE_01.MDX
8207,World\Expansion02\Doodads\Scholazar\WaspKit\Wasp_SmallHive01.mdx
8208,world\wmo\northrend\wintergrasp\wg_siege01.wmo
8209,World\wmo\Northrend\Wintergrasp\WG_Siege01C.wmo
8210,World\wmo\Northrend\Wintergrasp\WG_Siege01D.wmo
8211,World\Expansion02\Doodads\DragonBlight\DragonBlight_Shoreline_Ice_Single.mdx
8212,World\Goober\G_Necropolis02.mdx
8213,WORLD\GENERIC\PASSIVEDOODADS\WEAPONS\HAMMER_PVPALLIANCE_A_01.MDX
8214,WORLD\GENERIC\PASSIVEDOODADS\WEAPONS\AXE_NORTHREND_C_03.MDX
8215,WORLD\GENERIC\PASSIVEDOODADS\WEAPONS\HAMMER_MAUL_B_02.MDX
8216,World\Expansion02\Doodads\Generic\Vrykul\Crates\VR_Crate_02.mdx
8217,World\Expansion02\Doodads\Generic\Vrykul\Quest\VR_Crate_01_Q.mdx
8218,World\Expansion02\Doodads\Generic\Vrykul\Anvil\VR_Anvil_Cold_01.mdx
8219,World\Expansion02\Doodads\Generic\Scourge\SC_FrostGlow.mdx
8220,World\Expansion02\Doodads\Generic\FrostGiant\FrostGiant_Spear01.mdx
8221,World\Expansion02\Doodads\Generic\Northrend_Helm_04.mdx
8222,World\Expansion02\Doodads\Generic\Titan\TI_RoadBroken01.mdx
8223,World\Expansion02\Doodads\Generic\Titan\TI_RoadBroken02.mdx
8224,World\Expansion02\Doodads\Ulduar\UL_Brazier01.mdx
8225,World\Expansion02\Doodads\Generic\EbonBlade\EbonBlade_Banner01.mdx
8226,World\Expansion02\Doodads\Generic\EbonBlade\EbonBlade_Banner02.mdx
8227,World\Generic\Gnome\Passive Doodads\GnomeMachine\GnomeMachineBroken03.mdx
8228,World\Generic\Gnome\Passive Doodads\Parts\GnomeScrew08.mdx
8229,World\Expansion02\Doodads\Generic\FrostGiant\FrostGiant_FrostOrbBroken01.mdx
8230,World\Expansion02\Doodads\Generic\Vrykul\Cage\VR_Cage_01_Snow.mdx
8231,World\Expansion01\Doodads\Generic\Ogre\Spikes\OM_Iron_Spike_02.mdx
8232,World\Expansion02\Doodads\Dalaran\Dalaran_Cake_01.mdx
8233,World\Expansion02\Doodads\Generic\FrostGiant\FrostGiant_FrostOrb01.mdx
8234,World\Expansion02\Doodads\Dalaran\Dalaran_Cake_02.mdx
8235,World\Expansion02\Doodads\Generic\Vrykul\Cage\VR_Cage_02.mdx
8236,world\expansion01\doodads\terokkar\webs\terokkarweb03.mdx
8237,world\expansion01\doodads\terokkar\webs\terokkarweb02.mdx
8238,World\Expansion02\Doodads\Ulduar\UL_ThroneBase.mdx
8239,WORLD\EXPANSION02\DOODADS\ULDUAR\UL_WAR_MACHINE_PIPE.MDX
8240,world\expansion02\doodads\azjol-nerub\azjol_web_rope_angled_01.mdx
8241,world\expansion02\doodads\azjol-nerub\azjol_web_rope_angled_02.mdx
8242,world\expansion02\doodads\azjol-nerub\azjol_web_rope_straight_03.mdx
8243,SPELLS\INSTANCENEWPORTAL_BLUE.MDX
8244,World\Expansion02\Doodads\Generic\Titan\TI_BattlegroundPortal_01.mdx
8245,CREATURE\HARPOON\VR_HARPOON_01.MDX
8246,World\wmo\Northrend\Buildings\Human\ND_Human_Wall_Small\ND_Human_Wall_End_Small_damaged02.wmo
8247,WORLD\EXPANSION02\DOODADS\STORMPEAKS\ICESHARDS\FROSTGIANTICESHARD04.MDX
8248,WORLD\EXPANSION02\DOODADS\DALARAN\DALARAN_BENCH02.MDX
8249,World\wmo\Northrend\Buildings\Human\ND_Human_Wall_Small\ND_Human_Wall_Small_damaged02.wmo
8250,world\wmo\northrend\buildings\human\nd_human_wall\nd_human_wall_end_small02.wmo
8251,world\wmo\northrend\buildings\human\nd_human_wall_small\nd_human_wall_small02.wmo
8252,WORLD\EXPANSION02\DOODADS\AZJOL-NERUB\AZJOL_DOOR_SMALL_01.MDX
8253,World\wmo\Northrend\Buildings\WinterOrc\ND_HordeGunship.wmo
8254,World\wmo\Northrend\Buildings\Human\ND_AllianceGunship.wmo
8255,world\expansion02\doodads\generic\titan\ti_resurrection_on_01.mdx
8256,world\generic\pvp\battlefieldbanners\battlefieldbanneralliance_static_wall.mdx
8257,world\generic\pvp\battlefieldbanners\battlefieldbannerhorde_static_wall.mdx
8258,WORLD\GENERIC\PASSIVE DOODADS\ARENAELEVATORS\ORG_ARENA_YELLOW_ELEVATOR.MDX
8259,WORLD\GENERIC\PASSIVE DOODADS\ARENAELEVATORS\ORG_ARENA_AXE_PILLAR.MDX
8260,WORLD\GENERIC\PASSIVE DOODADS\ARENAELEVATORS\ORG_ARENA_LIGHTNING_PILLAR.MDX
8261,WORLD\GENERIC\PASSIVE DOODADS\ARENAELEVATORS\ORG_ARENA_IVORY_PILLAR.MDX
8262,SPELLS\ORGRIMMARARENA_FIREFX.MDX
8263,WORLD\KALIMDOR\ORGRIMMAR\ACTIVEDOODADS\ARENA\ORG_ARENA_FIREDOOR.MDX
8264,WORLD\KALIMDOR\ORGRIMMAR\ACTIVEDOODADS\ARENA\ORG_ARENA_PULLEY.MDX
8265,WORLD\KALIMDOR\ORGRIMMAR\ACTIVEDOODADS\ARENA\ORG_ARENA_YELLOW_FENCE.MDX
8266,WORLD\KALIMDOR\ORGRIMMAR\ACTIVEDOODADS\ARENA\ORG_ARENA_RED_FENCE.MDX
8267,WORLD\KALIMDOR\ORGRIMMAR\ACTIVEDOODADS\ARENA\ORG_ARENA_GEAR.MDX
8268,WORLD\EXPANSION02\DOODADS\AZJOL-NERUB\AZJOL_DOOR_BOSS_01.MDX
8269,WORLD\EXPANSION02\DOODADS\AZJOL-NERUB\AZJOL_DOOR_BOSS_02.MDX
8270,WORLD\EXPANSION02\DOODADS\AZJOL-NERUB\AZJOL_DOOR_BOSS_03.MDX
8271,World\Expansion02\Doodads\WinterTauren\WT_HangingScroll_01.mdx
8272,World\Expansion02\Doodads\WinterTauren\WT_HangingScroll_03.mdx
8273,World\Expansion02\Doodads\WinterTauren\WT_HangingScroll_06.mdx
8274,World\Expansion02\Doodads\WinterTauren\WT_HangingScroll_05.mdx
8275,SPELLS\INSTANCENEWPORTAL_GREEN.MDX
8276,SPELLS\INSTANCENEWPORTAL_GREEN_SKULL.MDX
8277,WORLD\EXPANSION02\DOODADS\ZULDRAK\GUNDRAK\GUNDRAK_ELEVATOR_01.MDX
8278,WORLD\EXPANSION02\DOODADS\ZULDRAK\DECORATIONS\ZULDRAK_ALTER.MDX
8279,world\generic\dwarf\passive doodads\signs\dwarfsign_firstaid.mdx
8280,WORLD\EXPANSION02\DOODADS\DALARAN\DALARAN_FORGEARMS.MDX
8281,World\Expansion02\Doodads\Stormpeaks\Rocs\SP_RocNest01.mdx
8282,World\wmo\Northrend\Stormpeaks\Nests\SP_RocNest01.wmo
8283,WORLD\EXPANSION02\DOODADS\ULDUAR\UL_THRONE_02.MDX
8284,World\Expansion02\Doodads\Stormpeaks\GiantBattle\FrozenGiantKing.mdx
8285,World\Expansion02\Doodads\WinterTauren\WT_Basket_02.mdx
8286,World\Expansion02\Doodads\WinterTauren\WT_Scroll_02.mdx
8287,World\Expansion02\Doodads\WinterTauren\WT_Standard_01.mdx
8288,World\Expansion02\Doodads\Generic\Vrykul\Weapons\VR_BM_ Sword_01.mdx
8289,WORLD\EXPANSION02\DOODADS\ZULDRAK\DECORATIONS\GUNDRAK_KEY_SNAKE.MDX
8290,WORLD\EXPANSION02\DOODADS\ZULDRAK\DECORATIONS\GUNDRAK_KEY_MAMMOTH.MDX
8291,WORLD\EXPANSION02\DOODADS\ZULDRAK\DECORATIONS\GUNDRAK_KEY_RHINO.MDX
8292,WORLD\EXPANSION02\DOODADS\ZULDRAK\DECORATIONS\GUNDRAK_KEY_TROLL.MDX
8293,WORLD\EXPANSION02\DOODADS\ZULDRAK\GUNDRAK\GUNDRAK_FENCE_DOOR.MDX
8294,WORLD\EXPANSION02\DOODADS\ZULDRAK\GUNDRAK\GUNDRAK_UNDERWATERHATCH_DOOR.MDX
8295,world\expansion02\doodads\generic\scourge\sc_skullpikes_01.mdx
8296,world\expansion02\doodads\generic\scourge\sc_skullpikes_02.mdx
8297,world\expansion02\doodads\generic\scourge\sc_blighter2_green.mdx
8298,World\Expansion02\Doodads\Generic\catwolftracks\catwolf_footprint_mud01.mdx
8299,world\expansion02\doodads\generic\irondwarf\id_anvil.mdx
8300,world\expansion02\doodads\generic\irondwarf\id_forge.mdx
8301,World\Generic\Human\Passive Doodads\Books\Book_Dwarf_03.mdx
8302,world\generic\orc\passive doodads\bowls\bowlwood01.mdx
8303,world\expansion02\doodads\generic\vrykul\brazier\vr_brazier_01_blue.mdx
8304,WORLD\EXPANSION02\DOODADS\DALARAN\DALARAN_ANVIL.MDX
8305,WORLD\EXPANSION02\DOODADS\ZULDRAK\GUNDRAK\GUNDRAK_SHORT_DOOR.MDX
8306,WORLD\EXPANSION02\DOODADS\ZULDRAK\DECORATIONS\GUNDRAK_COLLISION_01.MDX
8307,WORLD\EXPANSION02\DOODADS\ZULDRAK\DECORATIONS\GUNDRAK_COLLISION_02.MDX
8308,WORLD\EXPANSION02\DOODADS\DALARAN\DALARAN_SEWERDOOR_01.MDX
8309,World\Expansion02\Doodads\Generic\Inscription\Inscription_Scroll_Sealed01.mdx
8310,World\Expansion02\Doodads\Generic\Inscription\Inscription_Scroll_RolledRed.mdx
8311,World\Expansion02\Doodads\Generic\Inscription\Inscription_Scroll_RolledGreen.mdx
8312,WORLD\EXPANSION02\DOODADS\LAKEWINTERGRASP\WG_SIEGE_DOOR.MDX
8313,World\Expansion02\Doodads\Ulduar\UL_Sigil01.mdx
8314,World\Expansion02\Doodads\Ulduar\UL_Sigil02.mdx
8315,World\Expansion02\Doodads\Ulduar\UL_Sigil03.mdx
8316,World\Expansion02\Doodads\Ulduar\UL_Sigil04.mdx
8317,World\Expansion02\Doodads\Ulduar\UL_Sigil05.mdx
8320,WORLD\EXPANSION02\DOODADS\DALARAN\SEWER\DALARANSEWER_ARENAWATERFALL.MDX
8321,World\Expansion01\Doodads\Generic\BloodElf\Books\BE_Book_Medium02.mdx
8322,world\expansion02\doodads\scholazar\hatchwindow.mdx
8323,world\expansion02\doodads\dragonblight\dragonblight_iceshard_02.mdx
8324,world\expansion02\doodads\dragonblight\dragonblight_iceshard_01.mdx
8325,world\expansion02\doodads\dragonblight\dragonblight_iceshard_04.mdx
8326,world\expansion02\doodads\dragonblight\dragonblight_iceshard_05.mdx
8327,world\expansion02\doodads\dragonblight\dragonblight_iceshard_06.mdx
8328,world\expansion02\doodads\dragonblight\dragonblight_iceshard_03.mdx
8329,World\Expansion02\Doodads\Generic\Vrykul\Quest\VR_Plants_01_Q.mdx
8330,world\expansion02\doodads\azjol-nerub\azjol_webfloor_02.mdx
8331,world\expansion02\doodads\azjol-nerub\azjol_webfloor_01.mdx
8332,world\expansion02\doodads\azjol-nerub\azjol_webfloor_03b.mdx
8333,World\Generic\Human\Passive Doodads\Food\RoastBoarPlatter_nocollision.mdx
8334,world\expansion02\doodads\azjol-nerub\azjol_web_rope_straight_01.mdx
8335,world\wmo\northrend\buildings\human\nd_human_tower_open.wmo
8336,world\expansion02\doodads\generic\human\hu_scaffolding02.mdx
8337,world\expansion02\doodads\generic\human\hu_scaffolding.mdx
8338,World\Generic\Dwarf\Passive Doodads\TavernStuff\AleKegs01.mdx
8339,World\Generic\Human\Passive Doodads\Food\CheeseWedge01.mdx
8340,World\Azeroth\Elwynn\PassiveDoodads\Detail\ElwynnPoppy1\ElwynnPoppy1.mdx
8341,World\Expansion02\Doodads\Generic\Titan\TI_Obelisk01.mdx
8342,World\Expansion02\Doodads\Generic\Titan\TI_Disc_01.mdx
8343,World\Expansion02\Doodads\Generic\Titan\TI_SpinningPiece01.mdx
8344,world\expansion02\doodads\generic\wolvar\wolvar_forge.mdx
8345,World\Generic\Human\Passive Doodads\Books\Book_Human_03.mdx
8346,World\Generic\Human\Passive Doodads\Books\BookMedium02.mdx
8347,World\Generic\Human\Passive Doodads\Books\BookSmallOpen01.mdx
8348,World\Expansion01\Doodads\Generic\BloodElf\Books\BE_Book_Small02.mdx
8349,World\Generic\Gnome\Passive Doodads\GnomeRoboArm\GnomeRoboArm.mdx
8350,World\Generic\Human\Passive Doodads\Books\Book_Dwarf_01.mdx
8351,World\Generic\Human\Passive Doodads\Books\Book_Troll_02.mdx
8352,World\Generic\Human\Passive Doodads\Books\BookSmall04.mdx
8353,World\Expansion02\Doodads\Riplash\ND_NightElfRuins_13.mdx
8354,World\Expansion02\Doodads\Riplash\ND_NightElfRuins_14.mdx
8355,World\Expansion02\Doodads\Riplash\ND_NightElfRuins_15.mdx
8356,World\Expansion02\Doodads\Riplash\ND_NightElfRuins_03.mdx
8357,World\Expansion02\Doodads\Generic\Scourge\SC_WeaponRack-Empty.mdx
8358,world\expansion02\doodads\generic\human\hu_tarp_boxes.mdx
8359,world\expansion02\doodads\generic\human\torch\northrendtorch_01.mdx
8360,world\expansion02\doodads\generic\human\tents\hu_tent02.mdx
8361,world\expansion01\doodads\hellfirepeninsula\supplies\hellfiresupplies_06.mdx
8362,world\expansion02\doodads\generic\argentcrusade\argentcrusade_banner02.mdx
8363,World\Expansion01\Doodads\Generic\BloodElf\Cups\BE_Cup01.mdx
8364,World\Expansion02\Doodads\Generic\Forsaken\FK_PlagueCistern.mdx
8365,World\Expansion02\Doodads\Generic\Scourge\SC_BloodOrb.mdx
8366,world\expansion02\doodads\generic\scourge\sc_tent1.mdx
8367,World\Generic\Human\Passive Doodads\Mugs\Goldgoblet01.mdx
8368,World\Expansion01\Doodads\Generic\Tradeskill\JewelCrafting\JewelCraft_Figurine02.mdx
8369,world\expansion02\doodads\icecrown\trees\icecrown_tree_01.mdx
8370,world\expansion02\doodads\icecrown\trees\icecrown_tree_02.mdx
8371,world\expansion02\doodads\icecrown\trees\icecrown_tree_03.mdx
8372,world\expansion02\doodads\icecrown\trees\icecrown_tree_04.mdx
8373,world\expansion02\doodads\generic\scourge\sc_bonearm_01.mdx
8374,world\expansion02\doodads\dragonblight\dragonblight_icecliff_05.mdx
8375,world\lordaeron\arathi\passivedoodads\impalingstonecorpses\impalingstone_corpse_01.mdx
8376,world\lordaeron\arathi\passivedoodads\impalingstonecorpses\impalingstone_corpse_02.mdx
8377,world\lordaeron\plagueland\passivedoodads\bonespikes\bonespike_01.mdx
8378,world\lordaeron\plagueland\passivedoodads\bonespikes\bonespike_03.mdx
8379,World\Expansion02\Doodads\ZulDrak\Decorations\ZulDrak_SkullPile_01.mdx
8380,World\Azeroth\Duskwood\PassiveDoodads\IronGate\GatePost.mdx
8381,WORLD\EXPANSION02\DOODADS\ICECROWN\ALLIANCE_GUNSHIP\AGS_BRASSCANNON.MDX
8382,world\expansion02\doodads\generic\human\hu_crane_dock.mdx
8383,World\Dreaming\PassiveDoodads\Flowers\DreamPurpleFlower03.mdx
8384,World\Dreaming\PassiveDoodads\Flowers\DNRDreamPurpleFlower03.mdx
8385,World\Expansion02\Doodads\ZulDrak\Decorations\ZulDrak_Lever.mdx
8386,World\wmo\Dungeon\Nexus\Platforms\Nexus_Raid_Floating_platform_D.wmo
8387,world\wmo\dungeon\nexus\platforms\nexus_raid_floating_platform.wmo
8388,World\Expansion01\Doodads\Generic\Vrykul\WeaponRacks\VR_WeaponRack_01.mdx
8389,World\Expansion02\Doodads\Generic\Scourge\SC_BoneArm_Green_01.mdx
8390,world\expansion02\doodads\nexus\nexus_raid_floating_platform_model.mdx
8391,World\wmo\transports\WMO_elevators\org_arena_elevator_transport.wmo
8392,World\Generic\Human\Passive Doodads\Food&Utensils\Cleaver01.mdx
8393,WORLD\EXPANSION02\DOODADS\AZJOL-NERUB\AZJOL_CONSOLE_01.MDX
8394,WORLD\EXPANSION02\DOODADS\AZJOL-NERUB\AZJOL_PLATFORM_TOP_01.MDX
8395,world\expansion02\doodads\dalaran\tradeskill_firstaid_02.mdx
8396,world\expansion02\doodads\generic\potions\potion_red04.mdx
8397,world\generic\orc\passive doodads\tents\orctent02.mdx
8398,world\expansion02\doodads\generic\highelf\he_tent_01.mdx
8399,world\expansion02\doodads\dalaran\dalaran_rug_01.mdx
8400,world\generic\human\passive doodads\ballistaruins\ballistawheel01.mdx
8401,world\generic\human\passive doodads\catapultruins\catapultwheel01.mdx
8402,world\generic\darkirondwarf\passive doodads\grindingwheels\darkirongrindingwheel.mdx
8403,world\generic\dwarf\passive doodads\tools\mallet01.mdx
8404,world\generic\passivedoodads\engineering\spring02.mdx
8405,world\expansion01\doodads\hellfirepeninsula\supplies\hellfiresupplies_02.mdx
8406,world\expansion01\doodads\hellfirepeninsula\supplies\hellfiresupplies_03.mdx
8407,world\expansion01\doodads\hellfirepeninsula\supplies\hellfiresupplies_04.mdx
8408,world\expansion01\doodads\hellfirepeninsula\supplies\hellfiresupplies_05.mdx
8409,WORLD\WMO\TRANSPORTS\WMO_ELEVATORS\ND_ICEBREAKER_SHIP_BG_TRANSPORT.WMO
8410,WORLD\WMO\TRANSPORTS\WMO_ELEVATORS\ND_SHIP_UD_BG_TRANSPORT.WMO
8411,WORLD\GENERIC\HUMAN\ACTIVEDOODADS\GATE\ALLIANCE_BOAT_GATE_BG.MDX
8412,WORLD\GENERIC\HORDE\ACTIVEDOODADS\GATE\HORDE_BOAT_GATE_BG.MDX
8413,WORLD\EXPANSION02\DOODADS\ZULDRAK\GUNDRAK\GUNDRAK_TRAPDOOR_02.MDX
8414,world\expansion02\doodads\generic\scourge\sc_meatwagon_01_broken.mdx
8415,world\expansion02\doodads\generic\scourge\sc_wagon_02_broken.mdx
8416,world\generic\passivedoodads\weapons\shield_pvpalliance.mdx
8417,world\expansion02\doodads\generic\northrend_helm_05.mdx
8418,world\expansion02\doodads\generic\northrend_shoulder_02.mdx
8419,World\Generic\Human\Passive Doodads\Armor\ArmorBreastplateGold.mdx
8420,World\Expansion02\Doodads\Scholazar\Sholazar_Crystal_03.mdx
8421,World\Generic\Orc\Passive Doodads\Tents\DurotarOrcTent01.mdx
8422,World\Generic\Orc\Passive Doodads\Tents\DurotarOrcTent02.mdx
8423,World\Azeroth\BurningSteppes\PassiveDoodads\OrcTents\OrcTent.mdx
8424,World\Expansion01\Doodads\Silvermoon\Flowers\SilvermoonFlower04.mdx
8425,world\expansion02\doodads\grizzlyhills\trees\grizzlyhills_shrubs03.mdx
8426,World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Yellowflower01.mdx
8427,World\Expansion02\Doodads\GrizzlyHills\Trees\GrizzlyHills_Shrubs01.mdx
8428,world\expansion02\doodads\boreantundra\bushes\borean_shrub_03.mdx
8429,world\expansion02\doodads\dragonblight\dragonblight_fires_lower_east_02.mdx
8430,world\expansion02\doodads\dragonblight\dragonblight_fires_lower_west_03.mdx
8431,world\expansion02\doodads\dragonblight\dragonblight_fires_upper_east_01.mdx
8432,world\expansion02\doodads\dragonblight\dragonblight_fires_upper_north_03.mdx
8433,world\expansion02\doodads\dragonblight\dragonblight_fires_upper_west_02.mdx
8434,world\expansion02\doodads\dragonblight\dragonblight_fires_lower_01.mdx
8435,world\dreaming\passivedoodads\flowers\dnrdreamdroopingflower01.mdx
8436,world\dreaming\passivedoodads\flowers\dnrdreamorangeflower01.mdx
8437,world\expansion01\doodads\silvermoon\flowers\silvermoonflower01.mdx
8438,world\expansion01\doodads\silvermoon\flowers\silvermoonflower02.mdx
8439,World\Expansion02\Doodads\CrystalsongForest\Trees\CrystallineHeartwood01.mdx
8440,World\Expansion02\Doodads\Stormpeaks\Rocs\SP_RocNest03collision.mdx
8441,World\Generic\PassiveDoodads\Furniture\Containers\TitanChest_noAnim.mdx
8442,World\Expansion02\Doodads\Generic\Forsaken\FK_ChemistrySet_05.mdx
8443,World\Expansion02\Doodads\Generic\Forsaken\FK_ChemistrySet_06.mdx
8444,World\Expansion02\Doodads\Generic\Forsaken\FK_PlagueWagon.mdx
8445,World\Expansion02\Doodads\Generic\Forsaken\FK_PlagueBarrelBroken01.mdx
8446,World\Expansion02\Doodads\Generic\Forsaken\FK_PlagueBarrelBroken02.mdx
8447,World\Expansion02\Doodads\Generic\Forsaken\FK_ChemistryTube_01.mdx
8448,World\Expansion02\Doodads\Generic\Potions\Potion_Blue01.mdx
8449,World\Expansion02\Doodads\Generic\Potions\Potion_Black01.mdx
8450,world\generic\undead\passive doodads\signs\lordaeron_citybanner_01.mdx
8451,world\expansion02\doodads\generic\winterorc\worc_barricade.mdx
8452,World\Expansion02\Doodads\Scholazar\Bushes\Sholazar_Fern_QuestOnly.mdx
8453,WORLD\GENERIC\PASSIVE DOODADS\ARENAELEVATORS\ORG_ARENA_IVORY_PILLAR_COLLISION.MDX
8454,WORLD\GENERIC\PASSIVE DOODADS\ARENAELEVATORS\ORG_ARENA_PILLAR_COLLISION.MDX
8455,WORLD\GENERIC\PASSIVE DOODADS\ARENAELEVATORS\ORG_ARENA_AXE_PILLAR_COLLISION.MDX
8456,WORLD\GENERIC\PASSIVE DOODADS\ARENAELEVATORS\ORG_ARENA_LIGHTNING_PILLAR_COLLISION.MDX
8457,world\generic\dwarf\passive doodads\excavationtents\excavationtentruined01.mdx
8458,world\generic\dwarf\passive doodads\excavationtents\excavationtentruined02.mdx
8459,world\wmo\kalimdor\collidabledoodads\darkshore\darkshoreexcavation\dsexcavationplatform.wmo
8460,world\generic\darkirondwarf\passive doodads\woodplanks\darkironwoodplanks01.mdx
8461,world\generic\darkirondwarf\passive doodads\woodplanks\darkironwoodplanks03.mdx
8462,world\generic\human\passive doodads\ballistaruins\ballistabow01.mdx
8463,world\generic\human\passive doodads\ballistaruins\ballistamissle01.mdx
8464,world\outland\passivedoodads\campfire\outlanddeadcampfire.mdx
8465,World\Expansion02\Doodads\Nexus\Nexus_DragonEgg_01.mdx
8466,WORLD\EXPANSION02\DOODADS\AZJOL-NERUB\AZJOL_PLATFORM_FX_01.MDX
8467,World\Expansion02\Doodads\Generic\Scourge\SC_PitCylinder.mdx
8468,World\Expansion02\Doodads\Generic\Scourge\SC_PitCylinder_02.mdx
8469,World\Expansion01\Doodads\Terokkar\bonepile\Terokkar_bonepile01.mdx
8470,World\Expansion02\Doodads\Generic\Vrykul\Lights\VR_StandingLight_Snow_Blue_01.mdx
8471,World\Expansion02\Doodads\ZulDrak\Decorations\ZulDrak_SkullPile_03.mdx
8472,World\Expansion02\Doodads\Dalaran\Dalaran_CraterDome.mdx
8473,World\Generic\Gnome\Passive Doodads\Lights\GnomeMaintenanceLight01.mdx
8474,World\Expansion02\Doodads\Ulduar\UL_Forge_Iron_Press.mdx
8475,World\Generic\ActiveDoodads\SpellPortals\MagePortal_CavernsOfTime.mdx
8476,World\Expansion02\Doodads\Dalaran\Dalaran_BuildingCrystal_02.mdx
8477,World\Expansion02\Doodads\Generic\Scourge\Sc_Trench_C_Long.mdx
8478,World\Expansion02\Doodads\Generic\Scourge\Sc_Trench_C_Medium.mdx
8479,World\Expansion02\Doodads\Generic\Scourge\Sc_Trench_C_Tall.mdx
8480,World\Generic\Undead\Passive Doodads\MeatWagonPieces\MeatWagonWheel.mdx
8481,World\Generic\Undead\Passive Doodads\MeatWagonPieces\MeatWagonGrill.mdx
8482,World\Generic\Undead\Passive Doodads\MeatWagonPieces\MeatWagonRoller.mdx
8483,World\Generic\Undead\Passive Doodads\MeatWagonPieces\MeatWagonClaw.mdx
8484,World\Generic\Undead\Passive Doodads\MeatWagonPieces\MeatWagonBody.mdx
